odai_type,odai,response,score
text,稽古中。弟子たちを集めて言うことか！振分親方、何と言った？,親方じゃなくフーリーと呼んでくれ,2.6666666666666665
text,ビンボー戦隊「カネモッテナインジャー」今週のタイトルとは？,「ありがとうだけですか？」の巻,4.0
text,織田信長がTwitterを開設。何をつぶやいた？,なんか急に光秀にブロックされしヽ(`Д´)ﾉ,2.6666666666666665
text,上司に気に入られることばかり考えている若手社員・タイコモチオが新年のあいさつに。上司の家で何をした？,ついた餅を見て「若かりしころの部長のようにのびますねぇ」,4.0
text,とにかく「カワイイ、カワイイ」と評判の刑事“河合スギ夫”。どんなヤツ？,パトロールをお菓子の名前だと思っていた,2.6666666666666665
text,レスラー高山善廣さん。「試合に集中してください」ファイト中、対戦相手に何と言った？,昨日のミヤネ屋見た？,2.6666666666666665
text,阿藤さんが夏のビーチでリポート。「ちゃんとやってください」何と言った？,もうかわれ！俺が割ってやるよそのスイカ！,4.0
text,節約しすぎのヒーロー戦隊「ドケチレンジャー」今週のタイトルとは？,「大ピンチ！定期券外に敵出現」の巻,2.6666666666666665
text,サッカー中継。解説者席の前園さん「ちゃんとやってください」何と言った？,あした負けられない収録があるので帰っていいですか？,2.6666666666666665
text,ダメダメサファリパークって、どんなとこ？,サファリバスが時速200km,2.6666666666666665
text,アルバイト情報誌。「なんじゃこのバイト！」何と書いてあった？,タイミングに合わせて「着信御礼」とささやく仕事です,4.0
text,「ゲストのミュージシャンに何てことを…」女性ＤＪ何と言った？,こないだリサイクルショップでCD買いましたよ！,4.0
text,大阪のオバちゃん,「怪人？そんなのええ！あそこにタージンいてる！」の巻,4.0
text,女性アイドルと行くピクニックツアー。「参加するんじゃなかった・・・」その理由とは？,更新されたブログのタイトルが「これも仕事のうち」,4.0
text,ドラマの子役オーディション。付き添いの母親「合格させたくて必死だなぁ…」何をした？,両手が地元の名産品でふさがっている,2.6666666666666665
text,「正月からアホやなあ～」アホアホ一家、何してる？,景色の映像を見てる,2.6666666666666665
text,大学のテニスサークル。新入生が「この先輩たち、モテないだろうなあ…」なぜ？,ユニフォームのカタログが女性用のところだけグシャグシャ,4.0
text,社会科見学でパン工場に出かけた小学生がどんより。その理由とは？,子どもたちの目の前で工場長にリストラが宣告された,2.6666666666666665
text,アホアホ神社 どんなの？,鳥居に布団を干している,0.0
text,「朝から何てことを！」女性ＤＪ何と言った？,おはようございます。お口の中がネバネバしてます秀島史香です,4.0
text,この牛丼屋さん、ダメだなあ…。その理由とは？,店内BGMが牛の鳴き声,4.0
text,競馬レース。「こいつには勝てる」その理由とは？,ゲートで吐いてた,4.0
text,そんなに興奮して言うことか？ラオウ 何と言った？,今買ったら同じヤツがもう１個ついてくるというのか！,2.6666666666666665
text,彼女との京都旅行が楽しくありません。その理由とは？,最初のおみやげ屋で買った木刀をずっと肩に担いでる,2.6666666666666665
text,１０文字作文。テーマは「イラッ」,歴史の先生の甲高い声,2.6666666666666665
text,映画の主役が「ここのスタッフ、ダメだな・・・」何があった？,みんな葉巻吸ってる,2.6666666666666665
text,このマンガ喫茶「イヤだなあ」その理由とは？,どの個室に入っても必ず盛り塩がある,4.0
text,ラグビー教室。子どもたちが「え！？」畠山健介さん何と言った？,俺のヘッドギア嗅ぎたいやついる？,1.3333333333333333
text,お見合いに立ち会った阿藤さん。「余計なこと言うなあ…」何と言った？,箸の持ち方引くわぁ～,4.0
text,Snow Manがライブで初披露した曲のタイトルに「はあ？」どんなの？,次は初披露の曲です。聞いてください  どんとこい週刊誌,0.0
text,熱血すぎる！「スパルタ クッキングスクール」ってどんなの？,「今日は皆さんに食材の奪い合いをしてもらいます」,4.0
text,１０文字作文。テーマは「せつない」,ぬいぐるみとは喋れる,2.6666666666666665
text,阿藤さんがしゃべるカーナビが登場！「余計なこと言うなあ…」何と言った？,本体価格の3％が阿藤側に入ります！,4.0
text,モテない高校の校歌。「なんじゃそれ！」どんな歌い出し？,裏切り者は　許さない,4.0
text,「あほだな～」あほあほ銀行ってどんなの？,朱肉がケチャップ！,2.6666666666666665
text,セレブ小学校の卒業式。呼びかけで何と言った？,「毎日給食を作ってくれた」「三ツ星シェフ！」,4.0
text,ミスした部下。「こいつ反省してないな…」その理由とは？,怒られた後帰るまでずっとこっちをにらんでいる,2.6666666666666665
text,お風呂の給湯器。沸いたとき「余計なこと言うなぁ…」何と言った？,お風呂が沸きました 狭いのですぐ沸きました,4.0
text,カリスマラーメン職人が「こいつ弟子にするんじゃなかった・・・」なぜ？,具材を「かやく」と呼ぶ,4.0
text,セレブなお嬢様がファミレスでバイト。店長が「やめてください…」何があった？,レジで「別々で」と言われ 笑いがとまらなくなった,4.0
text,アホアホ美術館のオーディオガイド。「散歩、日傘をさす女性」の解説で何と言った？,長い戦いの末に勝ち取った養育権ですから喜びもひとしおでしょう,3.3333333333333335
text,ウルトラマンが「キミたち邪魔だ・・・」どんな地球防衛軍？,３分間拡声器を使ってずっとカウントダウン,2.6666666666666665
text,あおりすぎ！ＮＨＫ「趣味の園芸」のテレビ欄とは？,壇蜜が…水をかける！草をぬく！実をとる！そして茎を…!?,4.0
text,あこがれの女の子と初デート。「この子、俺と付き合う気ないな・・・」その理由とは？,二人で撮ったプリクラを全部くれる,4.0
text,全従業員が関西のおばちゃん。「リゾートホテル ＯＢＡＨＡＮ」ってどんなの？,たまにおじさんを見かけるがそれもおばさんである,4.0
text,「ちゃんとしてください！」峯岸みなみ、卒業スピーチで何と言った？,AKBのことは嫌いでも私のことは嫌いにならないでください！,2.6666666666666665
text,"ヤンキーたちが働く旅館「ツッパリ温泉」。どんなの？
",浴衣の長さが短すぎたり長すぎたり,2.6666666666666665
text,ハロウィーン。家族の仮装パーティーが盛り上がりません。その理由とは？,マジック１本でコスプレはそもそも無理があった,2.6666666666666665
text,セレブ小学校の卒業式。呼びかけで何と言った？,「ぼくたち」「わたしたちは」「上場します」,4.0
text,なんじゃそれ！「のど自慢」テレビ欄に書かれた見出しとは？,もしもマイクに電流が流れたら？,4.0
text,ニュース番組のエンディング。「そんな映像でお別れ」？アナウンサー、何と言った？,お別れの映像はなまはげに驚かない現代っ子です,2.6666666666666665
text,カリスマロック歌手・シャウト矢吹。「やっぱりロックだなあ」。クリスマスに何をした？,お茶漬けだけ軽く食べて９時半に寝た,4.0
text,「アホアホスーパーマーケット」ってどんなとこ？,５千円以上のお買い物でクラッカーを鳴らしてくれる,2.6666666666666665
text,無人島で二人きり。こいつとはやっていけそうにない、どうして？,とりあえず「コンビ名を決めよう」と言いだした,2.6666666666666665
text,31年間売れない演歌歌手・下積長子が始めた「下積川柳 秋」とは？,下積みが 本質だなんて ウソだった,4.0
text,この路上ミュージシャン、応援する気がしない…。どんなの？,新橋でサラリーマンの悪口ばかり歌っている,2.6666666666666665
text,モテない高校の校歌。「なんじゃそれ！」どんな歌い出し？,一人と独り　大違い,2.6666666666666665
text,小学校の卒業式。「呼びかけで言うことか！」どんなセリフ？,しこりのとれた文化祭,4.0
text,来日したハリウッドスターが通訳にイラッ！何があった？,「Yes」と答えただけなのに1分くらい何かしゃべっている,2.6666666666666665
text,ジローラモの“イタリアあるある”に「はぁ！？」何と言った？,いい女はムール貝を素手でたたき割る,4.0
text,朝の情報番組、「オープニングから何てことを！」有働アナ何と言った？,ごめんなさい！ＶＴＲの間に化粧は完成させます！,4.0
text,阿藤さんが豪邸訪問リポート。「余計なことを…」何と言った？,広さも高さも分かった！今度はセンスを見せてよ！,4.0
text,「正月休みの一番の思い出は？」に「えっ！？」山下真司さん何と答えた？,ほらここ！ハワイで犬にかまれたんだよ！,2.6666666666666665
text,やたら泣かせようとするレストラン『ｔｅａｒｓ』ってどんな店？,ＢＧＭがドナドナ,2.6666666666666665
text,２８年間売れない演歌歌手・下積長子。最近ちょっとカチンとしたこととは？,アイドルが歌った演歌がバカ売れ,4.0
text,ヤンキーたちが経営する「ツッパリ水族館」ってどんなの？,調教師の舌打ちとともに繰り出されるイルカの大ジャンプ,3.3333333333333335
text,ウソつけっ！北海道あるあるとは？,夏休みの宿題より冬休みの宿題のほうが多い,1.3333333333333333
text,「大物女優か！」とちょくちょくつっこまれる小学４年生・西園寺しずか。学校の夏キャンプで何をした？,準備が終わったころに「うんいいんじゃない？」と言いながら登場,4.0
text,温泉旅館のＣＭソング。「なんじゃそれ！」どんな歌い出し？,手グセの悪ーい仲居です,2.6666666666666665
text,「大喜利クエスト」レベルアップしたはずなのにガッカリ。勇者、どうなった？,服がしっとりしだした,1.3333333333333333
text,スマホの説明書の注意事項、わざわざ書くことか！何と書いてあった？,頼りすぎないでください,2.6666666666666665
text,女の子メロメロ！イケメンだらけの野球球団「イケメンズ」ってどんなの？,全員の名前に「～ビッシュ」が付く,4.0
text,この２時間サスペンス、ダメだなあ・・・。なぜ？,被害者がスポンサー名を叫びながら死ぬ,4.0
text,アホアホ美術館のオーディオガイド。「落穂拾い」の解説で何と言った？,このあと拾った落穂のキーホルダーを販売します,2.6666666666666665
text,超モテモテ！イケメンだらけのイケメン高校。「バレンタインあるある」とは？,九州地方にしか生息しないアリが校庭に現れる,4.0
text,槙原さんが母校を訪問。グラウンドに集まった生徒たちが「ポカン」何と言った？,あっ！俺が掘った穴まだあるじゃん！,4.0
text,町内会の餅つき大会が盛り上がりません。その理由とは？,突けば突くほど餅が赤く染まっていく,2.6666666666666665
text,この居酒屋イラッとくるな～。その理由とは？,店員を呼ぶ度に全員集まる,4.0
text,人工知能が朝ドラのヒロインに。どんなタイトル？,あなたが主役ならわたしも主役,2.6666666666666665
text,モテナイ高校の「バレンタインあるある」とは？,校門付近でブレザーをバッ！バッ！って着る,2.6666666666666665
text,ヤンキーたちが経営する「ツッパリ電鉄」って、どんなの？,つり革の取っ手がメリケンサック,4.0
text,やさしすぎるとセコンドから注意されるボクサー“やさしスギオ”。何をした？,サンドバッグに洋服を着せてあげた,4.0
text,戦国マニアの女の子たちがふつうの男の子たちと合コンしたらどうなる？,「マジうけるー！」ではなく「いとをかしー！」,2.6666666666666665
text,全校生徒から「なんだか不気味」と言われる恐川貞子先生。卒業式で何をした？,卒業証書入れに髪の毛が一本ずつ入っている,4.0
text,カリスマラーメン職人が「こいつ弟子にするんじゃなかった・・・」なぜ？,「こんなとき香川なら」とすべてうどんで例える,4.0
text,カリスマロック歌手・シャウト矢吹がデビュー前にコンビニでバイト。「ロックすぎる！」何をした？,ブドウパンのパッケージに「武道館」と書き込む,4.0
text,カリスマロック歌手・シャウト矢吹がデビュー前にコンビニでバイト。「ロックすぎる！」何をした？,キャンペーンをギグと呼ぶ,2.6666666666666665
text,ダメダメな鉄道の博物館。どんなの？,全部同じ色の列車,4.0
text,係長が『ははぁ～ん、オレこの会社で嫌われてるな～』と思った理由とは？,社員旅行のおみやげをもらった,0.0
text,このカレー屋さん、イラッとするなあ。その理由とは？,甘口を注文すると店員が鼻で笑う,2.6666666666666665
text,巨大ロボットが地球の平和を守るアニメ・ツヨインダーＡ。,ロボット内は ほぼ禁煙,4.0
text,ニュース番組。「この男性アナと女性アナ 仲悪いな・・・」なぜ？,スタッフから渡された原稿を隣に回さない,4.0
text,アホアホデパートのフェア。どんなフェア？,ビート板フェア,-1.3333333333333333
text,「民放に負けるな！」ＮＨＫが２４時間テレビに挑戦！どんなの？,出演者全員が24時間Tシャツをインしている,4.0
text,なんじゃそれ！？「東京おしゃれマラソン」どんな大会？,たすきがストール,2.6666666666666665
text,「ヤンキー日本一決定戦」つづいての対決は？,つづいては 使える言葉は「ぱ行」だけ！小学生早泣かせ対決！,2.6666666666666665
text,鬼ヶ島が平和になって観光地に。どんなの？,おばあさんが経営するキビダンゴ屋が大繁盛,4.0
text,修学旅行「先生、ここ京都じゃありません！だって、○○○」,舞妓が速いんです,2.6666666666666665
text,ＮＨＫの人気キャラクターななみちゃんがビーチでリポート。「ニセモノだろ！」何と言った？,いろんな欲がうずまいてます,2.6666666666666665
text,吹き出し大喜利,一瞬レフェリーかと思ってあいさつしてもうたやんけ！,2.6666666666666665
text,高校相撲部の新入生勧誘。「ウソ～」チラシに何と書かれていた？,どす恋,4.0
text,おじいさんが「そんなことではしゃぐんじゃない！」ハイジ、何と言った？,おじいさん！やたら産まれるよ！,2.6666666666666665
text,この映画館ダメだなぁ・・・。その理由とは？,いいシーンになったら「ここで泣く」っていうカンペが出される,4.0
text,お寿司屋さんでデート。連れてくるんじゃなかった・・・彼女何をした？,おしぼりでワキを拭いた,2.6666666666666665
text,サッカー選手が「オレ、チームメイトから嫌われてるのかな…」その理由とは？,プライベートでも背番号で呼ばれる,2.6666666666666665
text,１０文字作文。テーマは「器ちっちゃ！」,ちっちゃって言うな！,2.6666666666666665
text,家電量販店「アホアホでんき」のＣＭソング。どんな歌い出し？,ポイントカードが 食べられる,4.0
text,イルカショーのトレーナーが「オレ、イルカになめられてるな・・・」なぜ？,敬語を使わないと演技をしない,2.6666666666666665
text,グラビア撮影。このカメラマンのせるの下手だなぁ…、何と言った？,名字珍しいよね～,4.0
text,美容室にて。「この人 元漁師さんかな…？」なぜ？,ハサミのことを光り物と呼ぶ,0.0
text,１０文字作文。テーマは「かわいくない」,名義貸してくだちゃい,4.0
text,週刊少年ヨンデーに連載中のマンガ 陶芸少年タクミ。師匠が「バカモン！」タクミ何と言った？,あとで作り方をデータで送っといてください,2.6666666666666665
text,「もっといいのつけてやれよ・・・」レスラー・グレート真木についたキャッチフレーズとは？,向かって右、　グレート真木！,2.6666666666666665
text,戦国時代の侍がタイムスリップ。学園ドラマ「転校生はサムライ」どんなシーンがある？,第１５話「本能寺の恋」,4.0
text,世界初！ダイオウイカの撮影に成功。その後に言うことか？どんなナレーション？,このイカを焼く鉄板があるならそれは世界最大なのかもしれません,2.6666666666666665
text,ハロウィーン。家族の仮装パーティーが盛り上がりません。その理由とは？,「お前はスッピンでいいじゃん」で夫婦大ゲンカ,2.6666666666666665
text,「正月休みの一番の思い出は？」に「えっ！？」山下真司さん何と答えた？,肩幅の広い雪だるまをひとりで作ったんだ,4.0
text,サッカー選手が子どもと手をつないで入場！選手が子どもにイラッ！何があった？,影をグリグリ踏みつけてくる,4.0
text,１０文字作文。テーマは「ウザいっ」,あ、靴は脱いで乗って,2.6666666666666665
text,昨夜のクリスマスパーティー、いまいち盛り上がらなかった。なぜ？,焼かれた七面鳥を名前で呼ぶ奴がいた,2.6666666666666665
text,このマンガ喫茶「イヤだなあ」その理由とは？,｢奇数巻は姉妹店に置いてます｣の張り紙,2.6666666666666665
text,ラジオ番組の最終回。「リスナーへのあいさつで何てことを…」女性ＤＪ何と言った？,後番組を潰せるのはラジオの前のあなたたちです！,4.0
text,宿泊客が従業員に「こどもか！」どんなホテル？,部屋から聞こえる「ちょっと男子真面目に掃除して～！」,4.0
text,でんき屋さん。おじいちゃんが店員に「年寄りだからってなめんなよ」なぜ？,この画面は２尺８寸です,4.0
text,全校生徒からウザいと言われている体育教師、元気田イクゾー、どうウザい？,名前の最後に、選手を付ける。,2.6666666666666665
text,アホアホステーキハウス、どんなお店？,「ヒレがあるのは魚だろうが！」と新人がどなられてる,4.0
text,ハリウッド映画の予告編。「これはコケそう・・・」どんなタイトル？,うちの嫁がコレのコレで！,2.6666666666666665
text,ホラー映画「吸血鬼ドラキュラ」。サブタイトルがおかしい…。どんなの？,～ 世界初！ガニマタのドラキュラ ～,4.0
text,女子バレー中継。川合俊一さんが会場でリポート。「ちゃんとやってください」何と言った？,いや～白熱した戦いでした！バーン！バーン！ドーン！でした！,2.6666666666666665
text,１０文字作文。テーマは「やめとけ」,板尾に、カレーうどん,4.0
text,サスペンスドラマ。温泉宿に聞き込みに来た刑事がイラッ！女将 何と言った？,女将的には～,2.6666666666666665
text,誕生日パーティー。みんなが主役にイラッ！その理由とは？,プレゼントを10点満点で評価,2.6666666666666665
text,アホアホ写真展。付いているキャプションに「はぁ？」何と書いてあった？,「はい歌丸師匠！」,4.0
text,観客が「はあ？」アンコールで登場したアイドルグループのひと言とは？,逆に聞こうなぜ飽きない！,4.0
text,ベテラン刑事なのに、同僚から総スカン！その理由とは？,携帯電話のストラップが手錠,4.0
text,マンガ家が「こいつをアシスタントにするんじゃなかった・・・」その理由とは？,死んだ敵が勝手に背景で復活,4.0
text,なんじゃそれ！テレビ番組「ザ・衝撃映像１００本！」テレビ欄に書かれた見出しとは？,走るいくよ！追うくるよ！,4.0
text,「この服 似合ってないんだな」ショップ店員 何と言った？,そうなりましたか。,4.0
text,「そんなんで眠れるかっ！」どんな子守歌？,明日かあさって 水止まる,4.0
text,全校生徒からウザいと言われる体育教師・元気田イクゾーが新しい学校に転任。初日に何をした？,第一声で自分の名前をかんでしまいあだ名が「便器田」になった,4.0
text,超モテモテ！イケメンだらけのイケメン高校。「バレンタインあるある」とは？,チョコの数ではなく総重量で競う,2.6666666666666665
text,このボウリング場、イヤだなあ…。その理由とは？,ＢＧＭが店長のカラオケ,2.6666666666666665
text,プロ野球のウグイス嬢。「なんじゃそれ！？」選手紹介で何と言った？,３番、センター、最近奥様がサルサを始められた 佐藤,2.6666666666666665
text,コンビニのバイト。「この新入り、イラッとするなあ…」どうして？,お釣りを勝手に募金箱に入れる,4.0
text,球場にて。ビールの売り子のひと言に「はあ？」何と言った？,応援歌うるさい！,2.6666666666666665
text,１０文字作文。テーマは「器デカッ！」,商品名を今日だけ許す,4.0
text,ケータイ大喜利本。「なんじゃそれ！」帯に書かれた阿藤快さんの推薦文とは？,ギザオモシロス！,4.0
text,スキージャンプの実況アナ。選手が大ジャンプで優勝決定！！その瞬間に言うことか！何と言った？,ニッポン金メダル～！ なんという強運！なんという強運なのでしょうか！,4.0
text,「あめんぼ,家では 居場所が 無いうえお,4.0
text,お客が減って必死なのかな…？ タピオカ屋さんの張り紙とは？,「た」のしい時でも「ピ」ンチの時でも「お」くちに入れれば「か」んけいなくなる,4.0
text,お風呂の給湯器。沸いたとき「余計なこと言うなぁ…」何と言った？,お風呂が沸きました 夢は見るものじゃない かなえるものでもない 諦めるものです,4.0
text,このパン屋さん、イヤだなあ。その理由とは？,入り口でボディーチェックがある,2.6666666666666665
text,「このおしゃべり目覚まし時計、腹立つな～」何を言い出した？,「起きてクレヨン！！起きてクレヨン！！」と言ってくる,1.3333333333333333
text,恋愛ゲーム。憧れの女の子キャラ大喜利子からクリスマス・イブに電話。「期待したのに…」何と言われた？,下の子が熱出しちゃってさ…車回してもらえないかな？,4.0
text,おじいさんが「そんなことではしゃぐんじゃない！」ハイジ、何と言った？,おじいさん！いま中川さんのこと「しょこたん」て言ったよね,2.6666666666666665
text,ハンバーガーショップにて。「店員にナメられてるなあ…」なぜ？,お釣りの中にピクルスが混じっている,4.0
text,モテない男が詠んだ「モテない川柳」ってどんなの？,夢枕 母方の祖父 あやまりに,4.0
text,「このＡＴＭ、イラッとするな～」なぜ？,タメ口,2.6666666666666665
text,超大作ＳＦ映画「宇宙ウォーズ」が明らかに手抜き。どうなってた？,テーマソングが蒲田行進曲,2.6666666666666665
text,ヤンキーたちが経営する「ツッパリ電鉄」って、どんなの？,踏切の音が「あぁん？あぁん？あぁん？あぁん？」,4.0
text,陸上部。「あの新入部員 ナメてるなあ・・・」その理由とは？,握ったバトンは離さない,2.6666666666666665
text,下校時間の小学生の校内放送。「余計なこと言うな」何と言った？,ただ今1ドル91円17銭です,-1.3333333333333333
text,球場にて。ビールの売り子のひと言に「はあ？」何と言った？,お客様の中に大手芸能プロダクション関係者様はおりませんかー？,4.0
text,フィギュアスケート ペア。観客が「この2人仲悪いのかな…」なぜ？,8メートル離れてフィニッシュ,4.0
text,全校生徒からウザいと言われる体育教師・元気田イクゾー,「俺がゴールテープだ～！」と両手を広げた,2.6666666666666665
text,押忍！ムチャクチャ高校の「夏休みの宿題」とは？,雪合戦,2.6666666666666665
text,ＮＨＫの人気キャラクターななみちゃんが料理番組のゲストに。「ニセモノだろ！」何と言った？,この先生困ったときは絶対「ミラノ風」って付けるね,2.6666666666666665
text,深夜３時。高山善廣選手が後輩レスラーに電話。「今、言うこと！？」何と言った？,パイプイスって燃えないゴミ？,3.3333333333333335
text,親が大富豪のアイドル「大金モチ子」ってどんなアイドル？,デビュー曲「株主爽快」,4.0
text,１０文字作文。テーマは「せつない」,土下座が世界一キレイ,2.6666666666666665
text,いまだ自分探し中！？４１歳の春を迎えた逸川ヤル蔵(いつかわ やるぞう)。どんな人？,「俺犬で言うと6歳やし」,2.6666666666666665
text,森三中・黒沢かずこさんのお悩み。トリオの中で私だけ独身…。いい男性を見つけるにはどうしたらいいですか？,見つけるのは可能！手に入れるのは不可！,0.0
text,「このおしゃべり目覚まし時計、腹立つな～」何を言い出した？,ジリリリ、あ、間違えた、ピピピピ,2.6666666666666665
text,この露天風呂、イヤだなあ。その理由とは？,お風呂掃除のおばちゃんがいつもビキニ,2.6666666666666665
text,ウソつけっ！北海道あるあるとは？,木彫りの熊を図工の時間に作らされる,4.0
text,動物園。パンダが飼育員にイラッ！その理由とは？,鼻歌が「ぞうさん」,4.0
text,セレブ小学校からの転校生のひと言にクラス中が「ザワッ」何とつぶやいた？,遅れてすみません 自家用ヘリが屋上に降りられなくて,2.6666666666666665
text,彼女との温泉旅行が楽しくありません。その理由とは？,隣の部屋から「気合いだ、気合いだ」という声が聞こえてくる,4.0
text,初詣リポート「正月からやる気ないなあ…」阿藤快さん、何を言った？,来てるこいつらが 一番メデタいですね,4.0
text,サラリーマン川柳ならぬ「イケメン川柳」とは？,エキストラ？ 目立ちますけど いいですか？,4.0
text,家族で久しぶりの外食。楽しくない・・・その理由とは？,父が料理が出てくるたびに「じぇじぇじぇ」としか言わない,2.6666666666666665
text,上司に気に入られることばかり考えてる若手社員タイコモチオが社員旅行で温泉へ。何をした？,各部屋に「フロント0番雑用はタイコ215番」のメモ書き,2.6666666666666665
text,「この駅伝チームには勝てる！」その理由とは？,うちの方が１人多いぞ！,4.0
text,阿藤快さんの新春お宅訪問。「余計なこと言うなぁ・・・」何と言った？,おかあさんあとでおいしいもん食べるからいいよ！,4.0
text,「このおしゃべり目覚まし時計、腹立つな～」何を言い出した？,早よ切れや,4.0
text,将来「ミスターロマンチック」と呼ばれる小学４年生・夢野ろまん君がつぶやいた一言とは？,知ってるかい？それ、涙っていうんだぜ？,1.3333333333333333
text,なんじゃそれ！「のど自慢」テレビ欄に書かれた見出しとは？,史上初！歌い始めて３秒で鐘が鳴る！？,2.6666666666666665
text,アニマル浜口さん 何でもかんでも「気合いだ、気合いだ、気合いだ」みたいに言わないでください。何と言った？,部屋と Ｙシャツと 気合いだー,4.0
text,「ははぁ～。お隣の家、宝くじでも当たったかな」何があった？,グラサンをかけはじめた,2.6666666666666665
text,この学習塾のＣＭ、 ダメだなあ・・・。どんなの？,教室からスカイツリーが見えることをやたらアピール,4.0
text,スポーツジムにて。インストラクターがお客にイラッ！その理由とは？,インストラクターの服で汗を拭う,2.6666666666666665
text,なんじゃそれ！「月刊デパート」の特集とは？,婦人服売り場に来るオッサンの正体とは！？,4.0
text,西遊記。孫悟空たちが三蔵法師にイラッ！その理由とは？,いぃなぁいぃなぁ人間っていぃなぁ♪,0.0
text,来るんじゃなかった・・・「東京ガッカリーランド」ってどんなところ？,カワイイ着ぐるみがしょうが焼き定食を買って奥に入って行った,2.6666666666666665
text,高級レストランにて。店員が客にイラッ！その理由とは？,料理の説明中にたいらげた,4.0
text,スマホの説明書の注意事項、わざわざ書くことか！何と書いてあった？,この説明書が読みづらい方は視力に応じた眼鏡を着用下さい,4.0
text,海外旅行。「このツアーコンダクター、ダメだな･･･」その理由とは？,入国審査をパスしたときに小さくガッツポーズしてる,4.0
text,竜宮城にて。乙姫が「浦島太郎、よぶんじゃなかった…」なぜ？,魚たちの舞いを見てるときそっと腰に手を回してきた,4.0
text,地球の平和を守る巨大ヒーローが敵にメロメロ！？萌え萌え星人何と言った？,地球征服なんてあなたの気を引く言い訳だったんだよね…,3.3333333333333335
text,「このビールのＣＭ,のどごしねっとり,4.0
text,居酒屋にて。「ははぁ～,店員が蛍の光を口ずさむ,2.6666666666666665
text,恋愛相談に松木安太郎さん登場。「サッカーにたとえないでください・・・」何と言った？,まあ浮気なんてレンタル移籍のようなもんでしょ,2.6666666666666665
text,女性アイドルの始球式。全選手が「イラッ」その理由とは？,グローブをめっちゃ消毒してから装着,2.6666666666666665
text,「はあ？」アホアホパトカー、スピーカーから何と言った？,そこの赤信号　青に変わりなさい,2.6666666666666665
text,通販番組にて。山下真司さん、ちゃんとしてください！何と言った？,それより君おニャン子クラブだったよな？,4.0
text,５人の中学生が変身！「中学戦隊シシュンキナンジャー」今週のタイトルとは？,「オレ戦隊やめたい！レッドエレキギターとの出会い」の巻,2.6666666666666665
text,なんじゃそれ！グルメ番組「ラーメンの時間」。テレビ欄に書かれた見出しとは？,ドロドロしたスープをドロドロ二股俳優がリポート,2.6666666666666665
text,10文字作文。テーマは「考えられへん！」,国語の授業で右腕骨折,4.0
text,この「大人のためのピアノ教室」ダメだなぁ…なぜ？,ソばっかりやらされる,2.6666666666666665
text,ちびっこ電話相談室。「電話切ったろかな…」子ども、何と言った？,からの～！？,4.0
text,超モテモテ！イケメンだらけのイケメン高校。「バレンタインあるある」とは？,「ここが最後尾」の看板を持ったガードマンが立っている,4.0
text,アホアホ写真展。付いているキャプションに「はぁ？」何と書いてあった？,彼が彼女だったころの写真です,2.6666666666666665
text,カレンダーを見て「えっ！？」3月30日、母親が書いていた予定とは？,軽トラ借りる,4.0
text,動物ドキュメンタリー番組。ナレーションに「はぁ？」何と言った？,ちなみに私は入浴シーンＮＧです,2.6666666666666665
text,ふなっしーのひと言に子どもたちが「え！？」。何と言った？,君のお母さん呼んできてクリーニング代のこと話すなっしー,2.6666666666666665
text,熱血すぎる！「スパルタ クッキングスクール」ってどんなの？,手刀,4.0
text,ＮＨＫの人気キャラクターななみちゃんの一言に「やっぱりニセモノだろ！」何と言った？,呼んだら５秒以内に来て！,4.0
text,一月(いちげつ)一日(いちじつ)。勝手に変えないでください！何と歌った？,おやじカルタで 小指折る,4.0
text,このパン屋さん、イヤだなあ。その理由とは？,おつりをパンにはさむ,4.0
text,新聞広告「５日もやることか！？」何と書いてあった？,やること決まってないけど,1.3333333333333333
text,ハワイ行きの機内にて。それわざわざＣＡを呼んでまで言うことか！山下さん、何と言った？,バカンスなのにビジネスクラス乗っちゃったよ！,2.6666666666666665
text,「このおしゃべり目覚まし時計、腹立つな～」何を言い出した？,今日も無意味な一日の始まりです,2.6666666666666665
text,全校生徒からウザいと言われる体育教師・元気田イクゾー。スキー合宿で何をした？,ゲレンデがとけるほどスクワットをした,4.0
text,セレブにウケそうな「あるあるネタ」ってどんなの？,シャンデリアの電球一つ切れてる,2.6666666666666665
text,全校生徒からウザいと言われる体育教師・元気田イクゾー,左右の足につけていた5キロのオモリを満を持して外した,4.0
text,全従業員が関西のおばちゃん。「リゾートホテル ＯＢＡＨＡＮ」ってどんなの？,「おばちゃん１００万年も待ってたんやで！」が口癖,2.6666666666666665
text,スポ根ドラマの高校ラグビー部。「部員集めて言うことか！」監督、何と言った？,ジャジャーン！ＮＥＷやかん！,2.6666666666666665
text,時代劇映画の予告編。「なんじゃそれ！？」どんなタイトル？,徳川 幕府やめるってよ,4.0
text,福岡からサッカー中継。 「松木さん、ちゃんと解説してください」何と言った？,惜しい～！明太子１個分外れたね,4.0
text,「月に代わってお仕置きよ！」に飽きちゃった！セーラームーンが新たに言い放った決め台詞とは？,大概にしろ,4.0
text,金メダリストにうけそうなあるあるとは？,「オリンピックより緊張します」と言えば必ずうける,4.0
text,なんじゃそれ！ヤンキーが作った遊園地「ヤンキーランド」ってどんなの？,「高橋さん知ってんすけど」で入園料半額,4.0
