odai_type,odai_id,score,predicted_score
text,ogiri-keitai-343,1.0,0.72249866
text,ogiri-keitai-561,1.0,0.7546734
text,ogiri-keitai-570,1.0,0.69732296
text,ogiri-keitai-927,1.0,0.7626528
text,ogiri-keitai-339,0.5,0.7431825
text,ogiri-keitai-190,1.0,0.736564
text,ogiri-keitai-152,0.5,0.7739447
text,ogiri-keitai-353,0.5,0.6729383
text,ogiri-keitai-860,1.0,0.66030777
text,ogiri-keitai-124,1.0,0.6449634
text,ogiri-keitai-449,0.5,0.7938269
text,ogiri-keitai-468,1.0,0.76094633
text,ogiri-keitai-669,0.5,0.67344654
text,ogiri-keitai-237,1.0,0.62002015
text,ogiri-keitai-452,0.5,0.7550932
text,ogiri-keitai-544,1.0,0.80017346
text,ogiri-keitai-39,0.5,0.7463753
text,ogiri-keitai-920,-0.5,-0.002599641
text,ogiri-keitai-607,0.5,0.71052176
text,ogiri-keitai-342,1.0,0.7172354
text,ogiri-keitai-634,1.0,0.8122101
text,ogiri-keitai-272,1.0,0.74917954
text,ogiri-keitai-855,1.0,0.7734245
text,ogiri-keitai-313,0.5,0.6809038
text,ogiri-keitai-23,0.0,0.70653
text,ogiri-keitai-651,0.5,0.7280256
text,ogiri-keitai-896,0.7499999999999998,0.7730092
text,ogiri-keitai-633,0.5,0.78274983
text,ogiri-keitai-184,0.0,0.74381936
text,ogiri-keitai-63,1.0,0.73433924
text,ogiri-keitai-823,1.0,0.24038284
text,ogiri-keitai-617,0.5,0.77343917
text,ogiri-keitai-803,0.7499999999999998,0.7159183
text,ogiri-keitai-597,0.5,0.7600433
text,ogiri-keitai-373,0.5,0.743285
text,ogiri-keitai-553,0.5,0.69993573
text,ogiri-keitai-318,0.5,0.6543344
text,ogiri-keitai-143,1.0,0.72910076
text,ogiri-keitai-116,0.5,0.66120404
text,ogiri-keitai-916,0.5,0.7416558
text,ogiri-keitai-883,1.0,0.75154316
text,ogiri-keitai-717,1.0,0.6720896
text,ogiri-keitai-167,1.0,0.7571196
text,ogiri-keitai-486,0.5,0.8256337
text,ogiri-keitai-508,1.0,0.82912886
text,ogiri-keitai-702,1.0,0.73386806
text,ogiri-keitai-142,0.5,0.6754307
text,ogiri-keitai-892,0.5,0.70451975
text,ogiri-keitai-660,1.0,0.77102077
text,ogiri-keitai-214,1.0,0.8234208
text,ogiri-keitai-845,0.7499999999999998,0.6957761
text,ogiri-keitai-773,0.5,0.736628
text,ogiri-keitai-368,0.5,0.614891
text,ogiri-keitai-729,1.0,0.73964834
text,ogiri-keitai-342,0.5,0.7596482
text,ogiri-keitai-787,0.5,0.77113193
text,ogiri-keitai-808,0.7499999999999998,0.6501647
text,ogiri-keitai-859,1.0,0.66201746
text,ogiri-keitai-209,0.5,0.74775946
text,ogiri-keitai-572,0.5,0.7825625
text,ogiri-keitai-96,1.0,0.79212004
text,ogiri-keitai-261,1.0,0.7223001
text,ogiri-keitai-107,0.5,0.6774651
text,ogiri-keitai-542,1.0,0.6803138
text,ogiri-keitai-359,0.5,0.790344
text,ogiri-keitai-613,0.5,0.692589
text,ogiri-keitai-935,-1.0,0.16061339
text,ogiri-keitai-123,0.5,0.7357231
text,ogiri-keitai-293,1.0,0.7076439
text,ogiri-keitai-853,-0.5,0.5947532
text,ogiri-keitai-87,1.0,0.716102
text,ogiri-keitai-769,-0.5,0.74636877
text,ogiri-keitai-294,0.5,0.7491482
text,ogiri-keitai-297,1.0,0.84549606
text,ogiri-keitai-113,1.0,0.7903257
text,ogiri-keitai-147,-1.0,0.5553365
text,ogiri-keitai-726,1.0,0.7823624
text,ogiri-keitai-35,0.5,0.6455551
text,ogiri-keitai-29,0.0,0.57660913
text,ogiri-keitai-943,0.0,0.5603721
text,ogiri-keitai-816,0.5,0.75948745
text,ogiri-keitai-484,0.5,0.7415753
text,ogiri-keitai-598,0.5,0.7196164
text,ogiri-keitai-223,0.5,0.70295554
text,ogiri-keitai-316,1.0,0.69298947
text,ogiri-keitai-370,0.5,0.8228429
text,ogiri-keitai-341,0.5,0.80206865
text,ogiri-keitai-444,1.0,0.70646065
text,ogiri-keitai-728,1.0,0.78540856
text,ogiri-keitai-686,0.5,0.749129
text,ogiri-keitai-285,1.0,0.7363269
text,ogiri-keitai-433,0.5,0.7337094
text,ogiri-keitai-454,0.5,0.7391623
text,ogiri-keitai-102,0.5,0.73669034
text,ogiri-keitai-327,1.0,0.6590655
text,ogiri-keitai-96,0.5,0.7681174
text,ogiri-keitai-939,1.0,0.11611356
text,ogiri-keitai-911,1.0,0.7234514
text,ogiri-keitai-245,1.0,0.77065194
text,ogiri-keitai-745,0.5,0.7116145
text,ogiri-keitai-821,1.0,0.77191204
text,ogiri-keitai-565,1.0,0.7135809
text,ogiri-keitai-292,1.0,0.72892785
text,ogiri-keitai-160,1.0,0.77790546
text,ogiri-keitai-107,1.0,0.6561673
text,ogiri-keitai-751,-0.5,0.6876998
text,ogiri-keitai-554,0.5,0.75875413
text,ogiri-keitai-916,0.5,0.72806245
text,ogiri-keitai-820,0.7499999999999998,0.7145474
text,ogiri-keitai-846,0.5,0.7636133
text,ogiri-keitai-230,0.5,0.7909321
text,ogiri-keitai-175,0.5,0.71742076
text,ogiri-keitai-99,1.0,0.8346732
text,ogiri-keitai-399,0.5,0.7440278
text,ogiri-keitai-747,0.5,0.7672878
text,ogiri-keitai-636,1.0,0.76606685
text,ogiri-keitai-635,1.0,0.73648494
text,ogiri-keitai-500,0.5,0.65030456
text,ogiri-keitai-276,1.0,0.7732363
text,ogiri-keitai-878,1.0,0.60699743
text,ogiri-keitai-334,1.0,0.7573921
text,ogiri-keitai-841,0.7499999999999998,0.7282929
text,ogiri-keitai-300,1.0,0.7371848
text,ogiri-keitai-866,1.0,0.55832255
text,ogiri-keitai-491,1.0,0.7002785
text,ogiri-keitai-57,0.5,0.63399744
text,ogiri-keitai-498,0.5,0.7558288
text,ogiri-keitai-866,1.0,0.414281
text,ogiri-keitai-59,0.0,0.6643882
text,ogiri-keitai-106,0.5,0.7418474
text,ogiri-keitai-248,0.5,0.6967278
text,ogiri-keitai-172,1.0,0.41683525
text,ogiri-keitai-414,1.0,0.8150154
text,ogiri-keitai-932,1.0,0.86287516
text,ogiri-keitai-95,1.0,0.702561
text,ogiri-keitai-705,0.5,0.7743296
text,ogiri-keitai-268,1.0,0.73420054
text,ogiri-keitai-250,1.0,0.6695912
text,ogiri-keitai-322,1.0,0.66380966
text,ogiri-keitai-615,0.5,0.64192814
text,ogiri-keitai-165,1.0,0.7821326
text,ogiri-keitai-456,1.0,0.76834136
text,ogiri-keitai-136,1.0,0.6579569
text,ogiri-keitai-869,0.7499999999999998,0.7299513
text,ogiri-keitai-274,0.5,0.7293185
text,ogiri-keitai-24,0.5,0.5619767
text,ogiri-keitai-910,0.5,0.7337159
text,ogiri-keitai-737,0.5,0.7992847
text,ogiri-keitai-268,0.5,0.7688277
text,ogiri-keitai-887,1.0,0.77012485
text,ogiri-keitai-772,0.5,0.58564705
text,ogiri-keitai-514,1.0,0.7279795
text,ogiri-keitai-612,1.0,0.7430188
text,ogiri-keitai-405,1.0,0.80656224
text,ogiri-keitai-684,1.0,0.7602922
text,ogiri-keitai-574,1.0,0.6980158
text,ogiri-keitai-832,1.0,0.7723544
text,ogiri-keitai-425,1.0,0.67241764
text,ogiri-keitai-720,1.0,0.70959204
text,ogiri-keitai-215,1.0,0.77937615
text,ogiri-keitai-947,1.0,0.7618423
text,ogiri-keitai-571,0.5,0.7920306
text,ogiri-keitai-269,1.0,0.70881987
text,ogiri-keitai-104,1.0,0.78485423
text,ogiri-keitai-747,1.0,0.75074124
text,ogiri-keitai-827,0.5,0.827596
text,ogiri-keitai-592,0.5,0.78498137
text,ogiri-keitai-770,1.0,0.8348913
text,ogiri-keitai-923,-0.5,-0.074910596
text,ogiri-keitai-793,1.0,0.79418373
text,ogiri-keitai-485,1.0,0.7780628
text,ogiri-keitai-220,1.0,0.79545635
text,ogiri-keitai-840,0.7499999999999998,0.7810306
text,ogiri-keitai-628,0.5,0.72978175
text,ogiri-keitai-371,1.0,0.7459384
text,ogiri-keitai-828,1.0,0.12215849
text,ogiri-keitai-19,0.5,0.6726725
text,ogiri-keitai-383,0.5,0.74484766
text,ogiri-keitai-425,1.0,0.6601615
text,ogiri-keitai-218,0.5,0.6488984
text,ogiri-keitai-47,0.5,0.67253697
text,ogiri-keitai-25,1.0,0.4445946
text,ogiri-keitai-83,0.5,0.5333173
text,ogiri-keitai-174,1.0,0.8070736
text,ogiri-keitai-179,1.0,0.7575241
text,ogiri-keitai-769,0.5,0.7632885
text,ogiri-keitai-216,1.0,0.5453691
text,ogiri-keitai-82,1.0,0.73894435
text,ogiri-keitai-537,1.0,0.74218994
text,ogiri-keitai-263,1.0,0.71118486
text,ogiri-keitai-397,1.0,0.8124592
text,ogiri-keitai-421,1.0,0.6536163
text,ogiri-keitai-258,0.5,0.7366438
text,ogiri-keitai-295,0.5,0.8294566
text,ogiri-keitai-698,1.0,0.7602232
text,ogiri-keitai-327,1.0,0.6651778
text,ogiri-keitai-454,1.0,0.76848996
text,ogiri-keitai-737,1.0,0.7653089
text,ogiri-keitai-499,0.5,0.7871304
text,ogiri-keitai-509,0.5,0.76806915
text,ogiri-keitai-258,0.5,0.80014074
text,ogiri-keitai-138,0.5,0.28712925
text,ogiri-keitai-817,0.5,0.7625896
text,ogiri-keitai-548,0.5,0.7759676
text,ogiri-keitai-78,1.0,0.6035293
text,ogiri-keitai-742,1.0,0.6834336
text,ogiri-keitai-404,0.5,0.70890033
text,ogiri-keitai-545,1.0,0.7521452
text,ogiri-keitai-289,0.5,0.73159707
text,ogiri-keitai-103,0.5,0.78924644
text,ogiri-keitai-276,0.5,0.7353038
text,ogiri-keitai-780,1.0,0.46300608
text,ogiri-keitai-670,0.5,0.6902667
text,ogiri-keitai-795,1.0,0.7032252
text,ogiri-keitai-689,0.5,0.7527135
text,ogiri-keitai-289,1.0,0.7285546
text,ogiri-keitai-541,0.5,0.7982962
text,ogiri-keitai-274,0.5,0.75955766
text,ogiri-keitai-503,1.0,0.7852754
text,ogiri-keitai-625,0.5,0.73467195
text,ogiri-keitai-902,0.5,0.64564514
text,ogiri-keitai-728,0.5,0.7361163
text,ogiri-keitai-371,1.0,0.65552837
text,ogiri-keitai-535,1.0,0.77064884
text,ogiri-keitai-574,0.5,0.6488488
text,ogiri-keitai-122,1.0,0.79343903
text,ogiri-keitai-926,0.5,0.6071541
text,ogiri-keitai-6,0.5,0.5471773
text,ogiri-keitai-196,1.0,0.6048673
text,ogiri-keitai-654,1.0,0.77124375
text,ogiri-keitai-415,0.5,0.7767047
text,ogiri-keitai-216,0.5,0.6140939
text,ogiri-keitai-585,1.0,0.7701241
text,ogiri-keitai-853,1.0,0.48702782
text,ogiri-keitai-921,-0.5,-0.12898307
text,ogiri-keitai-587,1.0,0.68655515
text,ogiri-keitai-343,1.0,0.724066
text,ogiri-keitai-845,0.5,0.72452265
text,ogiri-keitai-471,1.0,0.7405728
text,ogiri-keitai-25,1.0,0.5548971
text,ogiri-keitai-419,1.0,0.751434
text,ogiri-keitai-490,1.0,0.8676148
text,ogiri-keitai-883,1.0,0.72174674
text,ogiri-keitai-637,0.5,0.65876025
text,ogiri-keitai-878,-0.5,0.60282946
text,ogiri-keitai-935,0.5,0.17006458
text,ogiri-keitai-154,0.5,0.70670056
text,ogiri-keitai-280,0.5,0.7195943
text,ogiri-keitai-206,0.5,0.7085058
text,ogiri-keitai-676,1.0,0.81228536
text,ogiri-keitai-95,0.5,0.6770604
text,ogiri-keitai-847,0.5,0.6952399
text,ogiri-keitai-587,0.5,0.67535436
text,ogiri-keitai-372,0.5,0.7656863
text,ogiri-keitai-762,1.0,0.76952004
text,ogiri-keitai-815,0.5,0.76713926
text,ogiri-keitai-253,1.0,0.7682306
text,ogiri-keitai-85,0.5,0.7328163
text,ogiri-keitai-174,1.0,0.77303654
text,ogiri-keitai-928,1.0,0.7037603
text,ogiri-keitai-849,1.0,0.5958981
text,ogiri-keitai-278,1.0,0.7901938
text,ogiri-keitai-353,0.5,0.6215869
text,ogiri-keitai-113,1.0,0.7672755
text,ogiri-keitai-863,-0.5,0.7405615
text,ogiri-keitai-537,0.5,0.7474376
text,ogiri-keitai-544,1.0,0.7796931
text,ogiri-keitai-68,1.0,0.77022624
text,ogiri-keitai-564,1.0,0.83365554
text,ogiri-keitai-677,1.0,0.77767533
text,ogiri-keitai-559,1.0,0.68795496
text,ogiri-keitai-137,0.5,0.71534556
text,ogiri-keitai-688,0.5,0.7122429
text,ogiri-keitai-259,1.0,0.7591529
text,ogiri-keitai-77,0.5,0.7765025
text,ogiri-keitai-715,1.0,0.8354722
text,ogiri-keitai-764,1.0,0.7582478
text,ogiri-keitai-776,1.0,0.36783412
text,ogiri-keitai-156,1.0,0.7869305
text,ogiri-keitai-326,0.5,0.77034515
text,ogiri-keitai-434,1.0,0.706009
text,ogiri-keitai-433,0.5,0.7289227
text,ogiri-keitai-324,0.5,0.72671753
text,ogiri-keitai-646,1.0,0.7264156
text,ogiri-keitai-237,0.5,0.68439275
text,ogiri-keitai-388,1.0,0.701894
text,ogiri-keitai-370,1.0,0.79077375
text,ogiri-keitai-156,0.5,0.76527965
text,ogiri-keitai-861,1.0,0.7455857
text,ogiri-keitai-273,0.5,0.79137176
text,ogiri-keitai-445,0.5,0.7839723
text,ogiri-keitai-1,1.0,0.69521743
text,ogiri-keitai-707,1.0,0.72080624
text,ogiri-keitai-914,0.5,0.6711335
text,ogiri-keitai-225,-1.0,0.66503215
text,ogiri-keitai-859,1.0,0.7106362
text,ogiri-keitai-622,0.5,0.7073182
text,ogiri-keitai-315,0.5,0.63911045
text,ogiri-keitai-686,0.5,0.7832176
text,ogiri-keitai-485,1.0,0.80677557
text,ogiri-keitai-50,0.5,0.77452695
text,ogiri-keitai-434,1.0,0.74914867
text,ogiri-keitai-888,-0.5,0.7234569
text,ogiri-keitai-387,1.0,0.7577638
text,ogiri-keitai-343,1.0,0.70873445
text,ogiri-keitai-173,1.0,0.70163864
text,ogiri-keitai-299,1.0,0.7971734
text,ogiri-keitai-64,1.0,0.76741564
text,ogiri-keitai-232,1.0,0.6648069
text,ogiri-keitai-234,1.0,0.74123836
text,ogiri-keitai-176,1.0,0.72336054
text,ogiri-keitai-804,0.7499999999999998,0.4594151
text,ogiri-keitai-860,-0.5,0.6677276
text,ogiri-keitai-333,1.0,0.83716744
text,ogiri-keitai-630,1.0,0.7931708
text,ogiri-keitai-539,0.5,0.69713646
text,ogiri-keitai-946,1.0,0.6758331
text,ogiri-keitai-437,1.0,0.7892328
text,ogiri-keitai-797,1.0,0.7253911
text,ogiri-keitai-546,1.0,0.76170415
text,ogiri-keitai-676,0.5,0.8025312
text,ogiri-keitai-898,1.0,0.77535355
text,ogiri-keitai-432,0.5,0.7842208
text,ogiri-keitai-645,1.0,0.7581247
text,ogiri-keitai-251,1.0,0.76845574
text,ogiri-keitai-195,1.0,0.62994075
text,ogiri-keitai-316,1.0,0.70110965
text,ogiri-keitai-267,1.0,0.785078
text,ogiri-keitai-193,1.0,0.7345665
text,ogiri-keitai-400,0.5,0.6846392
text,ogiri-keitai-844,0.5,0.8086298
text,ogiri-keitai-303,0.5,0.78884876
text,ogiri-keitai-143,0.5,0.74073136
text,ogiri-keitai-864,0.7499999999999998,0.7397065
text,ogiri-keitai-134,1.0,0.75090414
text,ogiri-keitai-642,0.5,0.7790556
text,ogiri-keitai-770,1.0,0.7886468
text,ogiri-keitai-123,0.5,0.8034666
text,ogiri-keitai-365,0.5,0.70921934
text,ogiri-keitai-452,1.0,0.7426222
text,ogiri-keitai-519,1.0,0.7380106
text,ogiri-keitai-643,0.5,0.740699
text,ogiri-keitai-387,1.0,0.61667943
text,ogiri-keitai-298,0.5,0.74998754
text,ogiri-keitai-759,1.0,0.70684534
text,ogiri-keitai-512,1.0,0.71040064
text,ogiri-keitai-441,1.0,0.7707404
text,ogiri-keitai-213,-0.5,0.105656765
text,ogiri-keitai-788,1.0,0.65353847
text,ogiri-keitai-882,1.0,0.6426765
text,ogiri-keitai-912,1.0,0.7399458
text,ogiri-keitai-188,1.0,0.77533686
text,ogiri-keitai-922,-0.5,-0.08973538
text,ogiri-keitai-628,1.0,0.74172264
text,ogiri-keitai-865,1.0,0.73944914
text,ogiri-keitai-915,0.5,0.7274462
text,ogiri-keitai-166,0.5,0.34139597
text,ogiri-keitai-739,1.0,0.67814606
text,ogiri-keitai-210,0.5,0.8309016
text,ogiri-keitai-604,1.0,0.7639372
text,ogiri-keitai-48,0.0,0.697758
text,ogiri-keitai-347,0.5,0.7845218
text,ogiri-keitai-17,0.0,0.4444407
text,ogiri-keitai-400,1.0,0.77004826
text,ogiri-keitai-749,1.0,0.8250236
text,ogiri-keitai-447,1.0,0.7510655
text,ogiri-keitai-91,0.5,0.34888715
text,ogiri-keitai-211,0.5,0.71008664
text,ogiri-keitai-39,1.0,0.7652687
text,ogiri-keitai-33,1.0,0.764225
text,ogiri-keitai-293,0.5,0.80476004
text,ogiri-keitai-324,0.5,0.7254985
text,ogiri-keitai-203,0.5,0.65386826
text,ogiri-keitai-311,0.5,0.827972
text,ogiri-keitai-521,1.0,0.7062678
text,ogiri-keitai-695,1.0,0.8144126
text,ogiri-keitai-768,0.5,0.7675156
text,ogiri-keitai-467,1.0,0.83203536
text,ogiri-keitai-136,0.5,0.73149115
text,ogiri-keitai-155,0.5,0.7623717
text,ogiri-keitai-284,1.0,0.71926945
text,ogiri-keitai-857,1.0,0.5451396
text,ogiri-keitai-63,0.5,0.74535847
text,ogiri-keitai-641,1.0,0.80237824
text,ogiri-keitai-779,0.5,0.7403748
text,ogiri-keitai-721,1.0,0.79108554
text,ogiri-keitai-953,0.5,0.7169278
text,ogiri-keitai-903,0.0,0.6424085
text,ogiri-keitai-688,0.5,0.7378721
text,ogiri-keitai-458,1.0,0.7608574
text,ogiri-keitai-908,1.0,0.6778592
text,ogiri-keitai-540,1.0,0.7326551
text,ogiri-keitai-658,0.5,0.76545197
text,ogiri-keitai-841,1.0,0.6949968
text,ogiri-keitai-198,0.5,0.747561
text,ogiri-keitai-928,1.0,0.7154986
text,ogiri-keitai-916,1.0,0.7356362
text,ogiri-keitai-819,0.5,0.60801005
text,ogiri-keitai-918,-0.5,0.04869184
text,ogiri-keitai-897,1.0,0.82883567
text,ogiri-keitai-20,1.0,0.48118654
text,ogiri-keitai-218,1.0,0.6831002
text,ogiri-keitai-949,0.5,0.7128703
text,ogiri-keitai-450,1.0,0.7813937
text,ogiri-keitai-816,0.5,0.7496593
text,ogiri-keitai-170,0.5,0.69957995
text,ogiri-keitai-758,1.0,0.72538495
text,ogiri-keitai-912,0.5,0.8146112
text,ogiri-keitai-79,1.0,0.7230875
text,ogiri-keitai-557,0.5,0.79422027
text,ogiri-keitai-824,1.0,0.80936694
text,ogiri-keitai-372,0.5,0.7521846
text,ogiri-keitai-425,1.0,0.60162663
text,ogiri-keitai-550,0.5,0.79028565
text,ogiri-keitai-574,1.0,0.68295044
text,ogiri-keitai-909,1.0,0.7911445
text,ogiri-keitai-319,1.0,0.59781796
text,ogiri-keitai-269,0.5,0.7205912
text,ogiri-keitai-277,0.5,0.76209795
text,ogiri-keitai-180,1.0,0.6713966
text,ogiri-keitai-596,1.0,0.75079983
text,ogiri-keitai-547,1.0,0.9246916
text,ogiri-keitai-799,0.5,0.33034948
text,ogiri-keitai-332,0.5,0.7207871
text,ogiri-keitai-390,0.5,0.7003347
text,ogiri-keitai-455,0.5,0.6923806
text,ogiri-keitai-87,0.5,0.7739343
text,ogiri-keitai-662,1.0,0.7992368
text,ogiri-keitai-40,0.0,0.72965044
text,ogiri-keitai-12,-1.0,0.6257397
text,ogiri-keitai-112,1.0,0.69360495
text,ogiri-keitai-628,1.0,0.74558794
text,ogiri-keitai-748,0.5,0.73257035
text,ogiri-keitai-58,0.5,0.5240679
text,ogiri-keitai-590,1.0,0.742043
text,ogiri-keitai-363,0.5,0.7062059
text,ogiri-keitai-297,0.5,0.7324498
text,ogiri-keitai-338,1.0,0.80505127
text,ogiri-keitai-692,0.5,0.8269687
text,ogiri-keitai-944,0.5,0.50180197
text,ogiri-keitai-727,1.0,0.7429327
text,ogiri-keitai-380,1.0,0.7315996
text,ogiri-keitai-354,0.5,0.69986135
text,ogiri-keitai-432,1.0,0.7070659
text,ogiri-keitai-228,-1.0,0.5734055
text,ogiri-keitai-798,-0.5,0.5748625
text,ogiri-keitai-179,1.0,0.8075582
text,ogiri-keitai-291,1.0,0.739956
text,ogiri-keitai-372,1.0,0.76033294
text,ogiri-keitai-381,1.0,0.71798503
text,ogiri-keitai-321,0.5,0.7151468
text,ogiri-keitai-575,0.5,0.68580997
text,ogiri-keitai-253,0.5,0.8596371
text,ogiri-keitai-142,1.0,0.6866222
text,ogiri-keitai-908,1.0,0.70747596
text,ogiri-keitai-578,1.0,0.8326581
text,ogiri-keitai-132,0.0,0.51452124
text,ogiri-keitai-301,0.5,0.83514935
text,ogiri-keitai-566,1.0,0.7189556
text,ogiri-keitai-742,1.0,0.7144815
text,ogiri-keitai-315,0.5,0.7095401
text,ogiri-keitai-698,1.0,0.7125741
text,ogiri-keitai-236,1.0,0.7348611
text,ogiri-keitai-189,0.5,0.81991667
text,ogiri-keitai-231,0.5,0.6699155
text,ogiri-keitai-929,1.0,0.77767575
text,ogiri-keitai-395,1.0,0.6995346
text,ogiri-keitai-895,1.0,0.653329
text,ogiri-keitai-728,0.5,0.7844588
text,ogiri-keitai-582,0.5,0.7290955
text,ogiri-keitai-5,0.5,0.8014577
text,ogiri-keitai-737,0.5,0.78924316
text,ogiri-keitai-373,0.5,0.7542834
text,ogiri-keitai-641,1.0,0.7935075
text,ogiri-keitai-536,1.0,0.78823096
text,ogiri-keitai-292,0.5,0.7381965
text,ogiri-keitai-532,0.5,0.7382699
text,ogiri-keitai-301,0.5,0.82310075
text,ogiri-keitai-45,0.5,0.6762535
text,ogiri-keitai-610,0.5,0.8153429
text,ogiri-keitai-795,0.5,0.7017122
text,ogiri-keitai-456,0.5,0.7590205
text,ogiri-keitai-891,1.0,0.60386795
text,ogiri-keitai-632,0.5,0.6306366
text,ogiri-keitai-463,1.0,0.7431746
text,ogiri-keitai-161,1.0,0.7427211
text,ogiri-keitai-406,0.5,0.82594156
text,ogiri-keitai-733,1.0,0.7172871
text,ogiri-keitai-26,0.5,0.71831226
text,ogiri-keitai-385,0.5,0.7443644
text,ogiri-keitai-431,0.5,0.7611122
text,ogiri-keitai-750,0.5,0.6838169
text,ogiri-keitai-852,1.0,0.7887161
text,ogiri-keitai-570,0.5,0.6861423
text,ogiri-keitai-633,1.0,0.82829297
text,ogiri-keitai-373,0.5,0.7052615
text,ogiri-keitai-830,0.5,0.45026967
text,ogiri-keitai-138,1.0,0.5255665
text,ogiri-keitai-593,1.0,0.76535696
text,ogiri-keitai-241,1.0,0.65069085
text,ogiri-keitai-88,1.0,0.70908314
text,ogiri-keitai-942,-0.5,0.5491026
text,ogiri-keitai-477,1.0,0.8240835
text,ogiri-keitai-361,0.5,0.75745904
text,ogiri-keitai-148,1.0,0.73180485
text,ogiri-keitai-174,0.5,0.7319415
text,ogiri-keitai-32,0.5,0.6550995
text,ogiri-keitai-697,1.0,0.75093704
text,ogiri-keitai-182,1.0,0.77774006
text,ogiri-keitai-765,1.0,0.7476562
text,ogiri-keitai-276,1.0,0.74001896
text,ogiri-keitai-560,0.5,0.755102
text,ogiri-keitai-937,-0.5,0.45716846
text,ogiri-keitai-783,0.5,0.5493639
text,ogiri-keitai-778,0.5,0.8298649
text,ogiri-keitai-482,1.0,0.72954816
text,ogiri-keitai-741,0.5,0.8117041
text,ogiri-keitai-832,0.5,0.7551575
text,ogiri-keitai-345,1.0,0.82749414
text,ogiri-keitai-324,1.0,0.67662644
text,ogiri-keitai-286,1.0,0.7486645
text,ogiri-keitai-273,0.5,0.74808574
text,ogiri-keitai-248,1.0,0.6474504
text,ogiri-keitai-544,1.0,0.7641475
text,ogiri-keitai-904,1.0,0.615282
text,ogiri-keitai-119,1.0,0.70777935
text,ogiri-keitai-222,1.0,0.76777804
text,ogiri-keitai-653,0.5,0.7361267
text,ogiri-keitai-160,1.0,0.72281176
text,ogiri-keitai-318,1.0,0.7574565
text,ogiri-keitai-471,1.0,0.709233
text,ogiri-keitai-6,0.5,0.5572536
text,ogiri-keitai-501,1.0,0.86048365
text,ogiri-keitai-357,0.5,0.7606948
text,ogiri-keitai-922,-0.5,-0.07815588
text,ogiri-keitai-902,1.0,0.51685846
text,ogiri-keitai-482,0.5,0.7185595
text,ogiri-keitai-767,1.0,0.78721386
text,ogiri-keitai-391,0.5,0.7016582
text,ogiri-keitai-4,1.0,0.5593091
text,ogiri-keitai-374,1.0,0.74864846
text,ogiri-keitai-464,0.5,0.7834749
text,ogiri-keitai-118,0.5,0.7693908
text,ogiri-keitai-559,0.5,0.6958995
text,ogiri-keitai-116,1.0,0.70039946
text,ogiri-keitai-126,1.0,0.7492111
text,ogiri-keitai-391,0.5,0.65142566
text,ogiri-keitai-152,0.5,0.7894684
text,ogiri-keitai-55,1.0,0.4380838
text,ogiri-keitai-945,1.0,0.74024916
text,ogiri-keitai-395,1.0,0.7019835
text,ogiri-keitai-127,-0.5,0.48506066
text,ogiri-keitai-342,0.5,0.7552678
text,ogiri-keitai-883,0.7499999999999998,0.7058641
text,ogiri-keitai-386,0.5,0.7128948
text,ogiri-keitai-110,0.5,0.69824725
text,ogiri-keitai-868,0.5,0.79603547
text,ogiri-keitai-62,0.5,0.6275956
text,ogiri-keitai-816,1.0,0.7235345
text,ogiri-keitai-913,1.0,0.8198282
text,ogiri-keitai-262,1.0,0.791765
text,ogiri-keitai-929,1.0,0.8030518
text,ogiri-keitai-590,1.0,0.6005346
text,ogiri-keitai-905,1.0,0.48513746
text,ogiri-keitai-100,0.5,0.7338922
text,ogiri-keitai-476,1.0,0.7126778
text,ogiri-keitai-788,1.0,0.6892698
text,ogiri-keitai-849,0.5,0.529794
text,ogiri-keitai-369,0.5,0.7366667
text,ogiri-keitai-40,0.5,0.7714118
text,ogiri-keitai-294,0.5,0.7601455
text,ogiri-keitai-806,1.0,0.67297256
text,ogiri-keitai-492,0.5,0.6806438
text,ogiri-keitai-267,0.5,0.78833324
text,ogiri-keitai-402,1.0,0.7917592
text,ogiri-keitai-818,1.0,0.8123697
text,ogiri-keitai-148,0.5,0.70759994
text,ogiri-keitai-495,0.5,0.804899
text,ogiri-keitai-359,1.0,0.7617028
text,ogiri-keitai-273,1.0,0.77056324
text,ogiri-keitai-905,1.0,0.6034102
text,ogiri-keitai-207,0.0,0.7690342
text,ogiri-keitai-337,1.0,0.7075547
text,ogiri-keitai-511,0.5,0.7626662
text,ogiri-keitai-481,1.0,0.7391434
text,ogiri-keitai-115,1.0,0.753193
text,ogiri-keitai-419,1.0,0.7444446
text,ogiri-keitai-23,1.0,0.69956964
text,ogiri-keitai-559,1.0,0.7639858
text,ogiri-keitai-398,1.0,0.72025955
text,ogiri-keitai-636,1.0,0.73453724
text,ogiri-keitai-648,1.0,0.78831226
text,ogiri-keitai-675,0.5,0.7480538
text,ogiri-keitai-517,1.0,0.77652806
text,ogiri-keitai-944,-0.5,0.47883993
text,ogiri-keitai-741,1.0,0.8304345
text,ogiri-keitai-197,1.0,0.57699376
text,ogiri-keitai-240,1.0,0.7932809
text,ogiri-keitai-756,1.0,0.7836216
text,ogiri-keitai-165,1.0,0.7164802
text,ogiri-keitai-82,1.0,0.77532727
text,ogiri-keitai-862,1.0,0.72299546
text,ogiri-keitai-572,0.5,0.7613875
text,ogiri-keitai-525,1.0,0.7650665
text,ogiri-keitai-520,1.0,0.7559397
